Image,Mask
/hdd3/bran/data/SD_glioma/submitted_data/MOTUM-v.2.2/025-Glioma-AYEY/t2.nii.gz,/hdd3/bran/data/SD_glioma/submitted_data/MOTUM-v.2.2/025-Glioma-AYEY/flair_seg_label1.nii.gz
Image,Mask,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
/hdd3/bran/data/SD_glioma/submitted_data/MOTUM-v.2.2/025-Glioma-AYEY/t2.nii.gz,/hdd3/bran/data/SD_glioma/submitted_data/MOTUM-v.2.2/025-Glioma-AYEY/flair_seg_label1.nii.gz,v3.0.1,1.19.5,2.1.1.2,1.1.1,3.6.9,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},6c4b40cb0e18cb4787e10899cfea751b26dd59fc,3D,"(0.9375, 0.9375, 6.24999475479126)","(192, 256, 24)",108.88758171929254,-674.0,2052.0,ad5fe126d4b86fc32a793f570d629e81029a65a5,"(0.9375, 0.9375, 6.24999475479126)","(192, 256, 24)","(45, 80, 16, 44, 47, 5)",3850,1,"(69.48805194805195, 105.34233766233766, 18.58103896103896)","(-28.192425561475268, -3.959655117741022, 34.929903592670385)",0.6954790353521546,0.6118340447271446,26.16301637583474,42.76162237343703,39.63207647692657,45.31141588953345,49.93452744594666,52.50092006059219,20933.057383436244,29.739811878371096,0.6627962785398149,5541.906221662235,0.2647442330162145,21148.663891945034,407.0,813.0999999999999,1544173983.0,4.697946698259003,252.0,4.481706447413964,1655.0,135.57460212514758,610.790909090909,609.0,233.0,1422.0,100.24702395907701,633.3120490157845,0.5761597439410124,8482393910.948843,0.04367333445775004,28018.61680047226,309.6337707413434,50673.3542722744,191.81299171750365,118.42833985704952,30.9481598638439,0.5668073677802956,3.879407405521145,3.3477432764910713,13.642661772816332,0.3731038526705367,0.29697861325600516,0.9912426558493028,0.9408458406240527,-0.17703526564588887,0.8294780454192604,0.2788736606039941,16.95759084630591,0.004556349804914223,8.371288595547213,0.6630316147343882,0.015283529557325844,33.915181692611824,5.406816586297471,37.344124930223344,7.466219917823267,571.4176623376624,0.14842017203575644,6.632059369202226,168.14233766233767,44.80093027491988,299.3981818181818,21.50961038961039,8154.074545454546,0.12011418376316979,0.010759929056932373,0.22061006022041868,66.7325511132173,0.002843054159986089,148.77475541380093,0.04339627175392095,45.725748161788566,294.2836444316844,1.5216760769445405,469.8704456385441,0.014975752294031804,0.011227022170093238,5.200638685326348,2864.609021483072,0.8257682345761597,0.8901098901098901,0.22031284007104118,0.922891133509805,268.12494696402706,0.010665296053083105,41.553061224489795,0.04240108288213244,60.896172428154934,290.38775510204084,89.92857142857143,35304.88265306123,0.41585285340584405,0.014175221530109784,285.83469387755105,0.29166805497709286,0.557324570584047,179.71587579932432,0.006880802928476905,7.035458543209735,0.2545454545454545,74.49489795918367,0.40640322557481934,0.002622763965884498,3120.2886720221222,0.09560309400062222,3.5734207727535656
